date,material_id,material_name,unit,daily_demand,stock_level,reorder_point,lead_time_days,unit_cost
2024-02-18,2,Varilla de Acero,Toneladas,11.73,8.94,15,5,18500.0
2024-02-19,2,Varilla de Acero,Toneladas,7.51,1.44,15,5,18500.0
2024-02-20,2,Varilla de Acero,Toneladas,6.8,0.0,15,5,18500.0
2024-02-21,2,Varilla de Acero,Toneladas,7.39,0.0,15,5,18500.0
2024-02-22,2,Varilla de Acero,Toneladas,7.98,37.5,15,5,18500.0
2024-02-23,2,Varilla de Acero,Toneladas,7.74,29.76,15,5,18500.0
2024-02-24,2,Varilla de Acero,Toneladas,6.63,23.13,15,5,18500.0
2024-02-25,2,Varilla de Acero,Toneladas,7.68,15.45,15,5,18500.0
2024-02-26,2,Varilla de Acero,Toneladas,7.39,8.06,15,5,18500.0
2024-02-27,2,Varilla de Acero,Toneladas,8.73,0.0,15,5,18500.0
2024-02-28,2,Varilla de Acero,Toneladas,6.83,0.0,15,5,18500.0
2024-02-29,2,Varilla de Acero,Toneladas,7.72,0.0,15,5,18500.0
2024-03-01,2,Varilla de Acero,Toneladas,7.36,37.5,15,5,18500.0
2024-03-02,2,Varilla de Acero,Toneladas,8.96,28.54,15,5,18500.0
2024-03-03,2,Varilla de Acero,Toneladas,7.02,21.52,15,5,18500.0
2024-03-04,2,Varilla de Acero,Toneladas,9.41,12.11,15,5,18500.0
2024-03-05,2,Varilla de Acero,Toneladas,8.87,3.24,15,5,18500.0
2024-03-06,2,Varilla de Acero,Toneladas,7.35,0.0,15,5,18500.0
2024-03-07,2,Varilla de Acero,Toneladas,9.34,0.0,15,5,18500.0
2024-03-08,2,Varilla de Acero,Toneladas,9.06,37.5,15,5,18500.0
2024-03-09,2,Varilla de Acero,Toneladas,8.27,29.23,15,5,18500.0
2024-03-10,2,Varilla de Acero,Toneladas,8.28,20.95,15,5,18500.0
2024-03-11,2,Varilla de Acero,Toneladas,8.66,12.29,15,5,18500.0
2024-03-12,2,Varilla de Acero,Toneladas,9.5,2.79,15,5,18500.0
2024-03-13,2,Varilla de Acero,Toneladas,9.85,0.0,15,5,18500.0
2024-03-14,2,Varilla de Acero,Toneladas,6.93,0.0,15,5,18500.0
2024-03-15,2,Varilla de Acero,Toneladas,9.68,37.5,15,5,18500.0
2024-03-16,2,Varilla de Acero,Toneladas,9.51,27.99,15,5,18500.0
2024-03-17,2,Varilla de Acero,Toneladas,6.79,21.2,15,5,18500.0
2024-03-18,2,Varilla de Acero,Toneladas,8.3,12.91,15,5,18500.0
2024-03-19,2,Varilla de Acero,Toneladas,9.51,3.4,15,5,18500.0
2024-03-20,2,Varilla de Acero,Toneladas,10.03,0.0,15,5,18500.0
2024-03-21,2,Varilla de Acero,Toneladas,8.78,0.0,15,5,18500.0
2024-03-22,2,Varilla de Acero,Toneladas,9.16,37.5,15,5,18500.0
2024-03-23,2,Varilla de Acero,Toneladas,7.4,30.1,15,5,18500.0
2024-03-24,2,Varilla de Acero,Toneladas,8.62,21.47,15,5,18500.0
2024-03-25,2,Varilla de Acero,Toneladas,10.69,10.78,15,5,18500.0
2024-03-26,2,Varilla de Acero,Toneladas,9.58,1.2,15,5,18500.0
2024-03-27,2,Varilla de Acero,Toneladas,10.12,0.0,15,5,18500.0
2024-03-28,2,Varilla de Acero,Toneladas,8.24,0.0,15,5,18500.0
2024-03-29,2,Varilla de Acero,Toneladas,7.98,37.5,15,5,18500.0
2024-03-30,2,Varilla de Acero,Toneladas,10.69,26.81,15,5,18500.0
2024-03-31,2,Varilla de Acero,Toneladas,8.99,17.82,15,5,18500.0
2024-04-01,2,Varilla de Acero,Toneladas,10.25,7.57,15,5,18500.0
2024-04-02,2,Varilla de Acero,Toneladas,6.93,0.64,15,5,18500.0
2024-04-03,2,Varilla de Acero,Toneladas,8.3,0.0,15,5,18500.0
2024-04-04,2,Varilla de Acero,Toneladas,8.82,0.0,15,5,18500.0
2024-04-05,2,Varilla de Acero,Toneladas,9.99,37.5,15,5,18500.0
2024-04-06,2,Varilla de Acero,Toneladas,8.83,28.67,15,5,18500.0
2024-04-07,2,Varilla de Acero,Toneladas,9.6,19.07,15,5,18500.0
2024-04-08,2,Varilla de Acero,Toneladas,7.62,11.45,15,5,18500.0
2024-04-09,2,Varilla de Acero,Toneladas,9.65,1.79,15,5,18500.0
2024-04-10,2,Varilla de Acero,Toneladas,5.05,0.0,15,5,18500.0
2024-04-11,2,Varilla de Acero,Toneladas,6.26,0.0,15,5,18500.0
2024-04-12,2,Varilla de Acero,Toneladas,6.86,37.5,15,5,18500.0
2024-04-13,2,Varilla de Acero,Toneladas,6.58,30.92,15,5,18500.0
2024-04-14,2,Varilla de Acero,Toneladas,7.25,23.66,15,5,18500.0
2024-04-15,2,Varilla de Acero,Toneladas,7.13,16.54,15,5,18500.0
2024-04-16,2,Varilla de Acero,Toneladas,5.85,10.69,15,5,18500.0
2024-04-17,2,Varilla de Acero,Toneladas,4.94,5.74,15,5,18500.0
2024-04-18,2,Varilla de Acero,Toneladas,8.23,0.0,15,5,18500.0
2024-04-19,2,Varilla de Acero,Toneladas,6.79,0.0,15,5,18500.0
2024-04-20,2,Varilla de Acero,Toneladas,5.35,37.5,15,5,18500.0
2024-04-21,2,Varilla de Acero,Toneladas,9.32,28.18,15,5,18500.0
2024-04-22,2,Varilla de Acero,Toneladas,8.48,19.69,15,5,18500.0
2024-04-23,2,Varilla de Acero,Toneladas,11.37,8.32,15,5,18500.0
2024-04-24,2,Varilla de Acero,Toneladas,8.09,0.23,15,5,18500.0
2024-04-25,2,Varilla de Acero,Toneladas,11.79,0.0,15,5,18500.0
2024-04-26,2,Varilla de Acero,Toneladas,10.07,0.0,15,5,18500.0
2024-04-27,2,Varilla de Acero,Toneladas,6.8,37.5,15,5,18500.0
2024-04-28,2,Varilla de Acero,Toneladas,10.02,27.48,15,5,18500.0
2024-04-29,2,Varilla de Acero,Toneladas,7.97,19.51,15,5,18500.0
2024-04-30,2,Varilla de Acero,Toneladas,11.17,8.33,15,5,18500.0
2024-05-01,2,Varilla de Acero,Toneladas,10.87,0.0,15,5,18500.0
2024-05-02,2,Varilla de Acero,Toneladas,9.45,0.0,15,5,18500.0
2024-05-03,2,Varilla de Acero,Toneladas,9.84,0.0,15,5,18500.0
2024-05-04,2,Varilla de Acero,Toneladas,9.14,37.5,15,5,18500.0
2024-05-05,2,Varilla de Acero,Toneladas,9.32,28.18,15,5,18500.0
2024-05-06,2,Varilla de Acero,Toneladas,10.75,17.44,15,5,18500.0
2024-05-07,2,Varilla de Acero,Toneladas,11.64,5.8,15,5,18500.0
2024-05-08,2,Varilla de Acero,Toneladas,12.26,0.0,15,5,18500.0
2024-05-09,2,Varilla de Acero,Toneladas,10.95,0.0,15,5,18500.0
2024-05-10,2,Varilla de Acero,Toneladas,10.41,0.0,15,5,18500.0
2024-05-11,2,Varilla de Acero,Toneladas,11.03,37.5,15,5,18500.0
2024-05-12,2,Varilla de Acero,Toneladas,9.81,27.69,15,5,18500.0
2024-05-13,2,Varilla de Acero,Toneladas,7.75,19.94,15,5,18500.0
2024-05-14,2,Varilla de Acero,Toneladas,10.24,9.7,15,5,18500.0
2024-05-15,2,Varilla de Acero,Toneladas,11.58,0.0,15,5,18500.0
2024-05-16,2,Varilla de Acero,Toneladas,10.03,0.0,15,5,18500.0
2024-05-17,2,Varilla de Acero,Toneladas,11.73,0.0,15,5,18500.0
2024-05-18,2,Varilla de Acero,Toneladas,9.8,37.5,15,5,18500.0
2024-05-19,2,Varilla de Acero,Toneladas,11.55,25.95,15,5,18500.0
2024-05-20,2,Varilla de Acero,Toneladas,9.79,16.16,15,5,18500.0
2024-05-21,2,Varilla de Acero,Toneladas,11.67,4.49,15,5,18500.0
2024-05-22,2,Varilla de Acero,Toneladas,10.29,0.0,15,5,18500.0
2024-05-23,2,Varilla de Acero,Toneladas,11.31,0.0,15,5,18500.0
2024-05-24,2,Varilla de Acero,Toneladas,13.78,0.0,15,5,18500.0
2024-05-25,2,Varilla de Acero,Toneladas,11.15,37.5,15,5,18500.0
2024-05-26,2,Varilla de Acero,Toneladas,9.55,27.95,15,5,18500.0
2024-05-27,2,Varilla de Acero,Toneladas,11.04,16.9,15,5,18500.0
2024-05-28,2,Varilla de Acero,Toneladas,11.13,5.78,15,5,18500.0
2024-05-29,2,Varilla de Acero,Toneladas,14.1,0.0,15,5,18500.0
2024-05-30,2,Varilla de Acero,Toneladas,12.61,0.0,15,5,18500.0
2024-05-31,2,Varilla de Acero,Toneladas,11.41,0.0,15,5,18500.0
2024-06-01,2,Varilla de Acero,Toneladas,13.5,37.5,15,5,18500.0
2024-06-02,2,Varilla de Acero,Toneladas,9.9,27.6,15,5,18500.0
2024-06-03,2,Varilla de Acero,Toneladas,10.88,16.72,15,5,18500.0
2024-06-04,2,Varilla de Acero,Toneladas,11.9,4.82,15,5,18500.0
2024-06-05,2,Varilla de Acero,Toneladas,8.61,0.0,15,5,18500.0
2024-06-06,2,Varilla de Acero,Toneladas,10.7,0.0,15,5,18500.0
2024-06-07,2,Varilla de Acero,Toneladas,12.53,0.0,15,5,18500.0
2024-06-08,2,Varilla de Acero,Toneladas,8.76,37.5,15,5,18500.0
2024-06-09,2,Varilla de Acero,Toneladas,10.31,27.19,15,5,18500.0
2024-06-10,2,Varilla de Acero,Toneladas,9.47,17.72,15,5,18500.0
2024-06-11,2,Varilla de Acero,Toneladas,9.87,7.85,15,5,18500.0
2024-06-12,2,Varilla de Acero,Toneladas,10.62,0.0,15,5,18500.0
2024-06-13,2,Varilla de Acero,Toneladas,11.81,0.0,15,5,18500.0
2024-06-14,2,Varilla de Acero,Toneladas,10.04,0.0,15,5,18500.0
2024-06-15,2,Varilla de Acero,Toneladas,13.27,37.5,15,5,18500.0
2024-06-16,2,Varilla de Acero,Toneladas,11.53,25.97,15,5,18500.0
2024-06-17,2,Varilla de Acero,Toneladas,11.77,14.2,15,5,18500.0
2024-06-18,2,Varilla de Acero,Toneladas,10.46,3.75,15,5,18500.0
2024-06-19,2,Varilla de Acero,Toneladas,10.01,0.0,15,5,18500.0
2024-06-20,2,Varilla de Acero,Toneladas,11.3,0.0,15,5,18500.0
2024-06-21,2,Varilla de Acero,Toneladas,13.57,37.5,15,5,18500.0
2024-06-22,2,Varilla de Acero,Toneladas,9.77,27.73,15,5,18500.0
2024-06-23,2,Varilla de Acero,Toneladas,9.45,18.28,15,5,18500.0
2024-06-24,2,Varilla de Acero,Toneladas,12.96,5.32,15,5,18500.0
2024-06-25,2,Varilla de Acero,Toneladas,13.22,0.0,15,5,18500.0
2024-06-26,2,Varilla de Acero,Toneladas,12.29,0.0,15,5,18500.0
2024-06-27,2,Varilla de Acero,Toneladas,11.0,0.0,15,5,18500.0
2024-06-28,2,Varilla de Acero,Toneladas,12.17,37.5,15,5,18500.0
2024-06-29,2,Varilla de Acero,Toneladas,9.52,27.98,15,5,18500.0
2024-06-30,2,Varilla de Acero,Toneladas,11.27,16.7,15,5,18500.0
2024-07-01,2,Varilla de Acero,Toneladas,9.79,6.91,15,5,18500.0
2024-07-02,2,Varilla de Acero,Toneladas,12.2,0.0,15,5,18500.0
2024-07-03,2,Varilla de Acero,Toneladas,13.3,0.0,15,5,18500.0
2024-07-04,2,Varilla de Acero,Toneladas,13.89,0.0,15,5,18500.0
2024-07-05,2,Varilla de Acero,Toneladas,11.03,37.5,15,5,18500.0
2024-07-06,2,Varilla de Acero,Toneladas,11.6,25.9,15,5,18500.0
2024-07-07,2,Varilla de Acero,Toneladas,16.1,9.8,15,5,18500.0
2024-07-08,2,Varilla de Acero,Toneladas,13.27,0.0,15,5,18500.0
2024-07-09,2,Varilla de Acero,Toneladas,10.87,0.0,15,5,18500.0
2024-07-10,2,Varilla de Acero,Toneladas,13.27,0.0,15,5,18500.0
2024-07-11,2,Varilla de Acero,Toneladas,10.05,37.5,15,5,18500.0
2024-07-12,2,Varilla de Acero,Toneladas,11.52,25.98,15,5,18500.0
2024-07-13,2,Varilla de Acero,Toneladas,11.81,14.17,15,5,18500.0
2024-07-14,2,Varilla de Acero,Toneladas,9.73,4.44,15,5,18500.0
2024-07-15,2,Varilla de Acero,Toneladas,12.25,0.0,15,5,18500.0
2024-07-16,2,Varilla de Acero,Toneladas,10.93,0.0,15,5,18500.0
2024-07-17,2,Varilla de Acero,Toneladas,13.27,37.5,15,5,18500.0
2024-07-18,2,Varilla de Acero,Toneladas,11.57,25.93,15,5,18500.0
2024-07-19,2,Varilla de Acero,Toneladas,13.14,12.79,15,5,18500.0
2024-07-20,2,Varilla de Acero,Toneladas,10.55,2.24,15,5,18500.0
2024-07-21,2,Varilla de Acero,Toneladas,10.61,0.0,15,5,18500.0
2024-07-22,2,Varilla de Acero,Toneladas,13.06,0.0,15,5,18500.0
2024-07-23,2,Varilla de Acero,Toneladas,10.69,37.5,15,5,18500.0
2024-07-24,2,Varilla de Acero,Toneladas,12.82,24.68,15,5,18500.0
2024-07-25,2,Varilla de Acero,Toneladas,9.75,14.94,15,5,18500.0
2024-07-26,2,Varilla de Acero,Toneladas,10.85,4.09,15,5,18500.0
2024-07-27,2,Varilla de Acero,Toneladas,10.75,0.0,15,5,18500.0
2024-07-28,2,Varilla de Acero,Toneladas,11.88,0.0,15,5,18500.0
2024-07-29,2,Varilla de Acero,Toneladas,9.22,37.5,15,5,18500.0
2024-07-30,2,Varilla de Acero,Toneladas,13.04,24.46,15,5,18500.0
2024-07-31,2,Varilla de Acero,Toneladas,11.53,12.93,15,5,18500.0
2024-08-01,2,Varilla de Acero,Toneladas,13.41,0.0,15,5,18500.0
2024-08-02,2,Varilla de Acero,Toneladas,10.89,0.0,15,5,18500.0
2024-08-03,2,Varilla de Acero,Toneladas,10.46,0.0,15,5,18500.0
2024-08-04,2,Varilla de Acero,Toneladas,9.54,37.5,15,5,18500.0
2024-08-05,2,Varilla de Acero,Toneladas,12.08,25.42,15,5,18500.0
2024-08-06,2,Varilla de Acero,Toneladas,14.29,11.13,15,5,18500.0
2024-08-07,2,Varilla de Acero,Toneladas,11.8,0.0,15,5,18500.0
2024-08-08,2,Varilla de Acero,Toneladas,11.92,0.0,15,5,18500.0
2024-08-09,2,Varilla de Acero,Toneladas,9.67,0.0,15,5,18500.0
2024-08-10,2,Varilla de Acero,Toneladas,12.0,37.5,15,5,18500.0
2024-08-11,2,Varilla de Acero,Toneladas,10.79,26.71,15,5,18500.0
2024-08-12,2,Varilla de Acero,Toneladas,11.31,15.4,15,5,18500.0
2024-08-13,2,Varilla de Acero,Toneladas,11.17,4.24,15,5,18500.0
2024-08-14,2,Varilla de Acero,Toneladas,11.28,0.0,15,5,18500.0
2024-08-15,2,Varilla de Acero,Toneladas,12.39,0.0,15,5,18500.0
2024-08-16,2,Varilla de Acero,Toneladas,12.61,0.0,15,5,18500.0
2024-08-17,2,Varilla de Acero,Toneladas,9.03,37.5,15,5,18500.0
2024-08-18,2,Varilla de Acero,Toneladas,9.73,27.77,15,5,18500.0
2024-08-19,2,Varilla de Acero,Toneladas,11.92,15.85,15,5,18500.0
2024-08-20,2,Varilla de Acero,Toneladas,10.73,5.12,15,5,18500.0
2024-08-21,2,Varilla de Acero,Toneladas,10.84,0.0,15,5,18500.0
2024-08-22,2,Varilla de Acero,Toneladas,10.7,0.0,15,5,18500.0
2024-08-23,2,Varilla de Acero,Toneladas,11.97,0.0,15,5,18500.0
2024-08-24,2,Varilla de Acero,Toneladas,12.62,37.5,15,5,18500.0
2024-08-25,2,Varilla de Acero,Toneladas,10.85,26.65,15,5,18500.0
2024-08-26,2,Varilla de Acero,Toneladas,11.9,14.75,15,5,18500.0
2024-08-27,2,Varilla de Acero,Toneladas,12.74,2.01,15,5,18500.0
2024-08-28,2,Varilla de Acero,Toneladas,11.01,0.0,15,5,18500.0
2024-08-29,2,Varilla de Acero,Toneladas,12.14,0.0,15,5,18500.0
2024-08-30,2,Varilla de Acero,Toneladas,13.7,37.5,15,5,18500.0
2024-08-31,2,Varilla de Acero,Toneladas,9.89,27.61,15,5,18500.0
2024-09-01,2,Varilla de Acero,Toneladas,11.5,16.1,15,5,18500.0
2024-09-02,2,Varilla de Acero,Toneladas,11.83,4.27,15,5,18500.0
2024-09-03,2,Varilla de Acero,Toneladas,10.79,0.0,15,5,18500.0
2024-09-04,2,Varilla de Acero,Toneladas,12.96,0.0,15,5,18500.0
2024-09-05,2,Varilla de Acero,Toneladas,10.81,0.0,15,5,18500.0
2024-09-06,2,Varilla de Acero,Toneladas,10.06,37.5,15,5,18500.0
2024-09-07,2,Varilla de Acero,Toneladas,10.34,27.16,15,5,18500.0
2024-09-08,2,Varilla de Acero,Toneladas,11.53,15.63,15,5,18500.0
2024-09-09,2,Varilla de Acero,Toneladas,10.99,4.64,15,5,18500.0
2024-09-10,2,Varilla de Acero,Toneladas,9.38,0.0,15,5,18500.0
2024-09-11,2,Varilla de Acero,Toneladas,13.96,0.0,15,5,18500.0
2024-09-12,2,Varilla de Acero,Toneladas,12.65,0.0,15,5,18500.0
2024-09-13,2,Varilla de Acero,Toneladas,11.55,37.5,15,5,18500.0
2024-09-14,2,Varilla de Acero,Toneladas,10.36,27.14,15,5,18500.0
2024-09-15,2,Varilla de Acero,Toneladas,10.44,16.69,15,5,18500.0
2024-09-16,2,Varilla de Acero,Toneladas,10.42,6.27,15,5,18500.0
2024-09-17,2,Varilla de Acero,Toneladas,11.93,0.0,15,5,18500.0
2024-09-18,2,Varilla de Acero,Toneladas,14.41,0.0,15,5,18500.0
2024-09-19,2,Varilla de Acero,Toneladas,11.2,0.0,15,5,18500.0
2024-09-20,2,Varilla de Acero,Toneladas,12.08,37.5,15,5,18500.0
2024-09-21,2,Varilla de Acero,Toneladas,9.94,27.56,15,5,18500.0
2024-09-22,2,Varilla de Acero,Toneladas,11.0,16.57,15,5,18500.0
2024-09-23,2,Varilla de Acero,Toneladas,10.76,5.81,15,5,18500.0
2024-09-24,2,Varilla de Acero,Toneladas,11.77,0.0,15,5,18500.0
2024-09-25,2,Varilla de Acero,Toneladas,13.19,0.0,15,5,18500.0
2024-09-26,2,Varilla de Acero,Toneladas,11.62,0.0,15,5,18500.0
2024-09-27,2,Varilla de Acero,Toneladas,12.64,37.5,15,5,18500.0
2024-09-28,2,Varilla de Acero,Toneladas,12.27,25.23,15,5,18500.0
2024-09-29,2,Varilla de Acero,Toneladas,10.32,14.91,15,5,18500.0
2024-09-30,2,Varilla de Acero,Toneladas,13.26,1.66,15,5,18500.0
2024-10-01,2,Varilla de Acero,Toneladas,12.1,0.0,15,5,18500.0
2024-10-02,2,Varilla de Acero,Toneladas,11.88,0.0,15,5,18500.0
2024-10-03,2,Varilla de Acero,Toneladas,10.42,37.5,15,5,18500.0
2024-10-04,2,Varilla de Acero,Toneladas,12.3,25.2,15,5,18500.0
2024-10-05,2,Varilla de Acero,Toneladas,11.15,14.06,15,5,18500.0
2024-10-06,2,Varilla de Acero,Toneladas,9.79,4.27,15,5,18500.0
2024-10-07,2,Varilla de Acero,Toneladas,11.94,0.0,15,5,18500.0
2024-10-08,2,Varilla de Acero,Toneladas,10.2,0.0,15,5,18500.0
2024-10-09,2,Varilla de Acero,Toneladas,10.02,37.5,15,5,18500.0
2024-10-10,2,Varilla de Acero,Toneladas,11.04,26.46,15,5,18500.0
2024-10-11,2,Varilla de Acero,Toneladas,10.48,15.98,15,5,18500.0
2024-10-12,2,Varilla de Acero,Toneladas,10.13,5.85,15,5,18500.0
2024-10-13,2,Varilla de Acero,Toneladas,12.0,0.0,15,5,18500.0
2024-10-14,2,Varilla de Acero,Toneladas,11.38,0.0,15,5,18500.0
2024-10-15,2,Varilla de Acero,Toneladas,10.99,0.0,15,5,18500.0
2024-10-16,2,Varilla de Acero,Toneladas,10.05,37.5,15,5,18500.0
2024-10-17,2,Varilla de Acero,Toneladas,11.41,26.09,15,5,18500.0
2024-10-18,2,Varilla de Acero,Toneladas,11.56,14.53,15,5,18500.0
2024-10-19,2,Varilla de Acero,Toneladas,11.22,3.31,15,5,18500.0
2024-10-20,2,Varilla de Acero,Toneladas,10.11,0.0,15,5,18500.0
2024-10-21,2,Varilla de Acero,Toneladas,9.19,0.0,15,5,18500.0
2024-10-22,2,Varilla de Acero,Toneladas,12.92,37.5,15,5,18500.0
2024-10-23,2,Varilla de Acero,Toneladas,9.92,27.58,15,5,18500.0
2024-10-24,2,Varilla de Acero,Toneladas,10.61,16.98,15,5,18500.0
2024-10-25,2,Varilla de Acero,Toneladas,11.59,5.39,15,5,18500.0
2024-10-26,2,Varilla de Acero,Toneladas,10.91,0.0,15,5,18500.0
2024-10-27,2,Varilla de Acero,Toneladas,9.41,0.0,15,5,18500.0
2024-10-28,2,Varilla de Acero,Toneladas,13.46,0.0,15,5,18500.0
2024-10-29,2,Varilla de Acero,Toneladas,10.99,37.5,15,5,18500.0
2024-10-30,2,Varilla de Acero,Toneladas,11.41,26.09,15,5,18500.0
2024-10-31,2,Varilla de Acero,Toneladas,11.12,14.97,15,5,18500.0
2024-11-01,2,Varilla de Acero,Toneladas,11.29,3.68,15,5,18500.0
2024-11-02,2,Varilla de Acero,Toneladas,10.89,0.0,15,5,18500.0
2024-11-03,2,Varilla de Acero,Toneladas,9.7,0.0,15,5,18500.0
2024-11-04,2,Varilla de Acero,Toneladas,7.77,37.5,15,5,18500.0
2024-11-05,2,Varilla de Acero,Toneladas,8.5,29.0,15,5,18500.0
2024-11-06,2,Varilla de Acero,Toneladas,11.51,17.49,15,5,18500.0
2024-11-07,2,Varilla de Acero,Toneladas,9.23,8.26,15,5,18500.0
2024-11-08,2,Varilla de Acero,Toneladas,10.7,0.0,15,5,18500.0
2024-11-09,2,Varilla de Acero,Toneladas,10.89,0.0,15,5,18500.0
2024-11-10,2,Varilla de Acero,Toneladas,10.42,0.0,15,5,18500.0
2024-11-11,2,Varilla de Acero,Toneladas,10.42,37.5,15,5,18500.0
2024-11-12,2,Varilla de Acero,Toneladas,10.96,26.54,15,5,18500.0
2024-11-13,2,Varilla de Acero,Toneladas,13.31,13.23,15,5,18500.0
2024-11-14,2,Varilla de Acero,Toneladas,10.7,2.53,15,5,18500.0
2024-11-15,2,Varilla de Acero,Toneladas,9.07,0.0,15,5,18500.0
2024-11-16,2,Varilla de Acero,Toneladas,9.02,0.0,15,5,18500.0
2024-11-17,2,Varilla de Acero,Toneladas,11.31,37.5,15,5,18500.0
2024-11-18,2,Varilla de Acero,Toneladas,9.16,28.34,15,5,18500.0
2024-11-19,2,Varilla de Acero,Toneladas,10.39,17.95,15,5,18500.0
2024-11-20,2,Varilla de Acero,Toneladas,11.56,6.39,15,5,18500.0
2024-11-21,2,Varilla de Acero,Toneladas,10.62,0.0,15,5,18500.0
2024-11-22,2,Varilla de Acero,Toneladas,10.52,0.0,15,5,18500.0
2024-11-23,2,Varilla de Acero,Toneladas,11.59,0.0,15,5,18500.0
2024-11-24,2,Varilla de Acero,Toneladas,7.86,37.5,15,5,18500.0
2024-11-25,2,Varilla de Acero,Toneladas,11.41,26.09,15,5,18500.0
2024-11-26,2,Varilla de Acero,Toneladas,13.06,13.04,15,5,18500.0
2024-11-27,2,Varilla de Acero,Toneladas,10.66,2.38,15,5,18500.0
2024-11-28,2,Varilla de Acero,Toneladas,10.22,0.0,15,5,18500.0
2024-11-29,2,Varilla de Acero,Toneladas,10.91,0.0,15,5,18500.0
2024-11-30,2,Varilla de Acero,Toneladas,10.06,37.5,15,5,18500.0
2024-12-01,2,Varilla de Acero,Toneladas,10.9,26.6,15,5,18500.0
2024-12-02,2,Varilla de Acero,Toneladas,10.61,15.98,15,5,18500.0
2024-12-03,2,Varilla de Acero,Toneladas,11.23,4.75,15,5,18500.0
2024-12-04,2,Varilla de Acero,Toneladas,9.37,0.0,15,5,18500.0
2024-12-05,2,Varilla de Acero,Toneladas,10.74,0.0,15,5,18500.0
2024-12-06,2,Varilla de Acero,Toneladas,10.43,0.0,15,5,18500.0
2024-12-07,2,Varilla de Acero,Toneladas,12.04,37.5,15,5,18500.0
2024-12-08,2,Varilla de Acero,Toneladas,11.08,26.42,15,5,18500.0
2024-12-09,2,Varilla de Acero,Toneladas,11.14,15.28,15,5,18500.0
2024-12-10,2,Varilla de Acero,Toneladas,11.66,3.62,15,5,18500.0
2024-12-11,2,Varilla de Acero,Toneladas,10.99,0.0,15,5,18500.0
2024-12-12,2,Varilla de Acero,Toneladas,10.57,0.0,15,5,18500.0
2024-12-13,2,Varilla de Acero,Toneladas,11.35,0.0,15,5,18500.0
2024-12-14,2,Varilla de Acero,Toneladas,9.36,37.5,15,5,18500.0
2024-12-15,2,Varilla de Acero,Toneladas,9.53,27.97,15,5,18500.0
2024-12-16,2,Varilla de Acero,Toneladas,8.93,19.04,15,5,18500.0
2024-12-17,2,Varilla de Acero,Toneladas,10.83,8.21,15,5,18500.0
2024-12-18,2,Varilla de Acero,Toneladas,11.02,0.0,15,5,18500.0
2024-12-19,2,Varilla de Acero,Toneladas,11.13,0.0,15,5,18500.0
2024-12-20,2,Varilla de Acero,Toneladas,2.74,0.0,15,5,18500.0
2024-12-21,2,Varilla de Acero,Toneladas,4.13,37.5,15,5,18500.0
2024-12-22,2,Varilla de Acero,Toneladas,4.84,32.66,15,5,18500.0
2024-12-23,2,Varilla de Acero,Toneladas,2.46,30.2,15,5,18500.0
2024-12-24,2,Varilla de Acero,Toneladas,3.39,26.81,15,5,18500.0
2024-12-25,2,Varilla de Acero,Toneladas,5.96,20.84,15,5,18500.0
2024-12-26,2,Varilla de Acero,Toneladas,3.7,17.15,15,5,18500.0
2024-12-27,2,Varilla de Acero,Toneladas,6.99,10.16,15,5,18500.0
2024-12-28,2,Varilla de Acero,Toneladas,5.92,4.24,15,5,18500.0
2024-12-29,2,Varilla de Acero,Toneladas,3.43,0.81,15,5,18500.0
2024-12-30,2,Varilla de Acero,Toneladas,5.55,0.0,15,5,18500.0
2024-12-31,2,Varilla de Acero,Toneladas,5.75,37.5,15,5,18500.0
2025-01-01,2,Varilla de Acero,Toneladas,5.21,32.29,15,5,18500.0
2025-01-02,2,Varilla de Acero,Toneladas,5.8,26.48,15,5,18500.0
2025-01-03,2,Varilla de Acero,Toneladas,4.81,21.67,15,5,18500.0
2025-01-04,2,Varilla de Acero,Toneladas,3.97,17.7,15,5,18500.0
2025-01-05,2,Varilla de Acero,Toneladas,6.76,10.94,15,5,18500.0
2025-01-06,2,Varilla de Acero,Toneladas,5.38,5.56,15,5,18500.0
2025-01-07,2,Varilla de Acero,Toneladas,11.83,0.0,15,5,18500.0
2025-01-08,2,Varilla de Acero,Toneladas,12.79,0.0,15,5,18500.0
2025-01-09,2,Varilla de Acero,Toneladas,12.24,37.5,15,5,18500.0
2025-01-10,2,Varilla de Acero,Toneladas,10.43,27.07,15,5,18500.0
2025-01-11,2,Varilla de Acero,Toneladas,8.34,18.73,15,5,18500.0
2025-01-12,2,Varilla de Acero,Toneladas,9.71,9.02,15,5,18500.0
2025-01-13,2,Varilla de Acero,Toneladas,8.88,0.14,15,5,18500.0
2025-01-14,2,Varilla de Acero,Toneladas,12.63,0.0,15,5,18500.0
2025-01-15,2,Varilla de Acero,Toneladas,11.39,0.0,15,5,18500.0
2025-01-16,2,Varilla de Acero,Toneladas,9.74,37.5,15,5,18500.0
2025-01-17,2,Varilla de Acero,Toneladas,9.39,28.11,15,5,18500.0
2025-01-18,2,Varilla de Acero,Toneladas,10.52,17.59,15,5,18500.0
2025-01-19,2,Varilla de Acero,Toneladas,16.83,0.77,15,5,18500.0
2025-01-20,2,Varilla de Acero,Toneladas,12.92,0.0,15,5,18500.0
2025-01-21,2,Varilla de Acero,Toneladas,13.61,0.0,15,5,18500.0
2025-01-22,2,Varilla de Acero,Toneladas,13.52,0.0,15,5,18500.0
